School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
1001,Abbotsford Public School,Australia,New South Wales,Abbotsford ,2046,607,Primary School,Canada Bay,-33.852728,151.131206
1002,Aberdeen Public School,Australia,New South Wales,Aberdeen,2336,201,Primary School,Upper Hunter Shire,-32.166098,150.888095
1003,Abermain Public School,Australia,New South Wales,Abermain ,2326,300,Primary School,Cessnock,-32.80892,151.426499
1007,Adaminaby Public School,Australia,New South Wales,ADAMINABY,2629,19,Primary School,Snowy Monaro Regional,-35.993292,148.776721
1008,Adamstown Public School,Australia,New South Wales,Adamstown ,2289,271,Primary School,Newcastle,-32.932213,151.730971
1009,Adelong Public School,Australia,New South Wales,Adelong ,2729,68,Primary School,Snowy Valleys,-35.312333,148.062802
1015,Albion Park Public School,Australia,New South Wales,Albion Park ,2527,469,Primary School,Shellharbour,-34.570257,150.77262
1016,Timbumburi Public School,Australia,New South Wales,Timbumburi ,2340,159,Primary School,Tamworth Regional,-31.203781,150.915629
1017,Albury Public School,Australia,New South Wales,Albury ,2640,591,Primary School,Albury,-36.082454,146.919253
1019,Albury West Public School,Australia,New South Wales,Albury ,2640,149,Primary School,Albury,-36.07783,146.895548
1028,Alma Public School,Australia,New South Wales,Broken Hill ,2880,266,Primary School,Broken Hill,-31.982217,141.462443
1030,Alstonville Public School,Australia,New South Wales,Alstonville ,2477,483,Primary School,Ballina,-28.838471,153.438172
1040,Anna Bay Public School,Australia,New South Wales,Anna Bay ,2316,329,Primary School,Port Stephens,-32.77637,152.089912
1041,Annandale Public School,Australia,New South Wales,Annandale ,2038,400,Primary School,Inner West,-33.885782,151.169599
1042,Annandale North Public School,Australia,New South Wales,Annandale ,2038,400,Primary School,Inner West,-33.877905,151.171835
1045,Appin Public School,Australia,New South Wales,APPIN,2560,319,Primary School,Wollondilly,-34.198417,150.78766
1048,Arcadia Public School,Australia,New South Wales,ARCADIA,2159,85,Primary School,Hornsby,-33.623487,151.051031
1051,Ardlethan Central School,Australia,New South Wales,Ardlethan ,2665,56,Central/Community School,Coolamon,-34.354098,146.900557
1055,Ariah Park Central School,Australia,New South Wales,Ariah Park ,2665,129.8,Central/Community School,Temora,-34.346925,147.218018
1057,Armidale City Public School,Australia,New South Wales,Armidale ,2350,434,Primary School,Armidale Regional,-30.519501,151.664056
1058,Drummond Memorial Public School,Australia,New South Wales,ARMIDALE,2350,125,Primary School,Armidale Regional,-30.511469,151.650715
1061,Artarmon Public School,Australia,New South Wales,Artarmon ,2064,1175,Primary School,Willoughby,-33.811249,151.186001
1064,Ashbury Public School,Australia,New South Wales,Ashbury,2193,374,Primary School,Canterbury-Bankstown,-33.898833,151.11944
1065,Ashfield Public School,Australia,New South Wales,Ashfield ,2131,494,Primary School,Inner West,-33.889723,151.12821
1066,Ashford Central School,Australia,New South Wales,Ashford ,2361,168,Central/Community School,Inverell,-29.321262,151.094638
1070,Asquith Public School,Australia,New South Wales,Asquith,2077,419,Primary School,Hornsby,-33.685729,151.112177
1071,Attunga Public School,Australia,New South Wales,Attunga ,2345,35,Primary School,Tamworth Regional,-30.930445,150.846575
1073,Auburn North Public School,Australia,New South Wales,Auburn ,2144,704,Primary School,Cumberland,-33.841669,151.038618
1075,Auburn West Public School,Australia,New South Wales,Auburn ,2144,620,Primary School,Cumberland,-33.860931,151.019764
1076,Austinmer Public School,Australia,New South Wales,Austinmer ,2515,327,Primary School,Wollongong,-34.305398,150.934991
1077,Austral Public School,Australia,New South Wales,AUSTRAL,2179,269,Primary School,Liverpool,-33.934487,150.812638
1081,Avoca Public School,Australia,New South Wales,Avoca,2577,14,Primary School,Wingecarribee,-34.612697,150.479766
1082,Avoca Beach Public School,Australia,New South Wales,Avoca Beach,2251,513,Primary School,Central Coast,-33.471154,151.430745
1084,Awaba Public School,Australia,New South Wales,Awaba,2283,38,Primary School,Lake Macquarie,-33.010554,151.538068
1085,Colo Vale Public School,Australia,New South Wales,Colo Vale ,2575,203,Primary School,Wingecarribee,-34.401281,150.476178
1098,Bald Blair Public School,Australia,New South Wales,Guyra ,2365,36,Primary School,Armidale Regional,-30.229893,151.785056
1104,Seaforth Public School,Australia,New South Wales,Seaforth ,2092,529,Primary School,Northern Beaches,-33.793262,151.251235
1106,Balgownie Public School,Australia,New South Wales,Balgownie ,2519,333,Primary School,Wollongong,-34.386984,150.872076
1111,Ballimore Public School,Australia,New South Wales,Ballimore ,2830,15,Primary School,Dubbo,-32.193596,148.899631
1112,Ballina Public School,Australia,New South Wales,Ballina ,2478,256,Primary School,Ballina,-28.869724,153.563707
1115,Balranald Central School,Australia,New South Wales,Balranald,2715,146.8,Central/Community School,Balranald,-34.635575,143.564769
1118,Bangalow Public School,Australia,New South Wales,Bangalow ,2479,293,Primary School,Byron,-28.68554,153.525743
1121,Banksmeadow Public School,Australia,New South Wales,Botany ,2019,278,Primary School,Bayside,-33.953739,151.20661
1123,Greenacre Public School,Australia,New South Wales,Greenacre,2190,864,Primary School,Canterbury-Bankstown,-33.911161,151.057581
1124,Bankstown North Public School,Australia,New South Wales,Bankstown ,2200,356,Primary School,Canterbury-Bankstown,-33.904888,151.038043
1129,Banora Point Public School,Australia,New South Wales,Banora Point ,2486,607,Primary School,Tweed,-28.222422,153.543702
1130,Baradine Central School,Australia,New South Wales,Baradine,2396,107,Central/Community School,Warrumbungle Shire,-30.950736,149.070198
1131,Barellan Central School,Australia,New South Wales,Barellan ,2665,107.7,Central/Community School,Narrandera,-34.287799,146.571928
1134,Bargo Public School,Australia,New South Wales,Bargo ,2574,326,Primary School,Wollondilly,-34.292889,150.58274
1135,Barham Public School,Australia,New South Wales,Barham,2732,132,Primary School,Murray River,-35.626915,144.127977
1136,Barkers Vale Public School,Australia,New South Wales,Wadeville ,2474,48,Primary School,Kyogle,-28.54902,153.14927
1137,Barmedman Public School,Australia,New South Wales,Barmedman ,2668,9,Primary School,Bland,-34.148277,147.385078
1138,Barnsley Public School,Australia,New South Wales,Barnsley ,2278,330,Primary School,Lake Macquarie,-32.933094,151.594552
1139,Barooga Public School,Australia,New South Wales,Barooga ,3644,124,Primary School,Berrigan,-35.912963,145.695985
1140,Barraba Central School,Australia,New South Wales,Barraba ,2347,172.4,Central/Community School,Tamworth Regional,-30.38239,150.599478
1143,Barrington Public School,Australia,New South Wales,Barrington ,2422,61,Primary School,Mid-Coast,-31.971159,151.911058
1146,Baryulgil Public School,Australia,New South Wales,Baryulgil ,2460,10,Primary School,Clarence Valley,-29.2235,152.605615
1148,Bass Hill Public School,Australia,New South Wales,Bass Hill ,2197,369,Primary School,Canterbury-Bankstown,-33.905902,151.005779
1149,Batemans Bay Public School,Australia,New South Wales,Surfside,2536,581,Primary School,Eurobodalla,-35.700051,150.188373
1150,Bathurst Public School,Australia,New South Wales,Bathurst ,2795,559,Primary School,Bathurst Regional,-33.420942,149.570615
1152,Batlow Technology School,Australia,New South Wales,Batlow ,2730,114,Central/Community School,Snowy Valleys,-35.523007,148.146548
1160,Beckom Public School,Australia,New South Wales,Beckom ,2665,10,Primary School,Coolamon,-34.327211,146.962928
1164,Bedgerabong Public School,Australia,New South Wales,BEDGERABONG,2871,42,Primary School,Forbes,-33.361353,147.679318
1165,Beechwood Public School,Australia,New South Wales,Wauchope ,2446,160,Primary School,Port Macquarie-Hastings,-31.435535,152.68094
1166,Beecroft Public School,Australia,New South Wales,Beecroft ,2119,863,Primary School,Hornsby,-33.752085,151.06462
1167,Beelbangera Public School,Australia,New South Wales,Beelbangera ,2680,188,Primary School,Griffith,-34.252836,146.101067
1168,Bega Valley Public School,Australia,New South Wales,Bega ,2550,321,Primary School,Bega Valley,-36.670545,149.839095
1175,Bellata Public School,Australia,New South Wales,Bellata ,2397,25,Primary School,Narrabri,-29.918659,149.796216
1177,Bellbird Public School,Australia,New South Wales,BELLBIRD,2325,237,Primary School,Cessnock,-32.859421,151.316705
1178,Bellbrook Public School,Australia,New South Wales,Bellbrook,2440,22,Primary School,Kempsey,-30.819094,152.508698
1179,Bellevue Hill Public School,Australia,New South Wales,Bellevue Hill ,2023,586,Primary School,Woollahra,-33.886986,151.259785
1181,Bellingen Public School,Australia,New South Wales,Bellingen ,2454,383,Primary School,Bellingen,-30.45349,152.891887
1182,Belltrees Public School,Australia,New South Wales,Belltrees ,2337,17,Primary School,Upper Hunter Shire,-31.988753,151.129487
1183,Belmont Public School,Australia,New South Wales,Belmont ,2280,315,Primary School,Lake Macquarie,-33.030134,151.662203
1185,Belmore North Public School,Australia,New South Wales,Belmore ,2192,331,Primary School,Canterbury-Bankstown,-33.909885,151.084885
1186,Belmore South Public School,Australia,New South Wales,Belmore ,2192,287,Primary School,Canterbury-Bankstown,-33.925735,151.091985
1189,Bemboka Public School,Australia,New South Wales,Bemboka ,2550,48,Primary School,Bega Valley,-36.631309,149.571075
1191,Bendemeer Public School,Australia,New South Wales,Bendemeer ,2355,24,Primary School,Tamworth Regional,-30.886984,151.150991
1196,Ben Lomond Public School,Australia,New South Wales,Ben Lomond ,2365,14,Primary School,Armidale Regional,-30.017024,151.661287
1198,Ben Venue Public School,Australia,New South Wales,Armidale ,2350,581,Primary School,Armidale Regional,-30.502884,151.67462
1199,Berala Public School,Australia,New South Wales,Berala,2141,852,Primary School,Cumberland,-33.869714,151.028244
1201,Beresfield Public School,Australia,New South Wales,Beresfield,2322,289,Primary School,Newcastle,-32.803964,151.654863
1202,Berkeley Public School,Australia,New South Wales,Berkeley ,2506,341,Primary School,Wollongong,-34.480214,150.856493
1203,Berkeley Vale Public School,Australia,New South Wales,Berkeley Vale,2261,717,Primary School,Central Coast,-33.350515,151.435888
1204,Bermagui Public School,Australia,New South Wales,Bermagui ,2546,164,Primary School,Bega Valley,-36.420776,150.063625
1205,Berowra Public School,Australia,New South Wales,Berowra,2081,407,Primary School,Hornsby,-33.618522,151.148996
1206,Berridale Public School,Australia,New South Wales,Berridale ,2628,61,Primary School,Snowy Monaro Regional,-36.371444,148.827209
1207,Berrigan Public School,Australia,New South Wales,Berrigan ,2712,76,Primary School,Berrigan,-35.659667,145.815664
1209,Berrima Public School,Australia,New South Wales,Berrima ,2577,145,Primary School,Wingecarribee,-34.485882,150.340775
1211,Berry Public School,Australia,New South Wales,Berry ,2535,335,Primary School,Shoalhaven,-34.778317,150.689706
1215,Beverly Hills Public School,Australia,New South Wales,Beverly Hills,2209,532,Primary School,Georges River,-33.953449,151.085209
1217,Bexhill Public School,Australia,New South Wales,Bexhill,2480,99,Primary School,Lismore,-28.766026,153.345835
1223,Bigga Public School,Australia,New South Wales,Bigga ,2583,12,Primary School,Upper Lachlan Shire,-34.0847,149.144602
1224,Bilambil Public School,Australia,New South Wales,Bilambil ,2486,324,Primary School,Tweed,-28.223742,153.468431
1227,Ocean Shores Public School,Australia,New South Wales,OCEAN SHORES,2483,337,Primary School,Byron,-28.491203,153.540337
1228,Bilpin Public School,Australia,New South Wales,Bilpin ,2758,58,Primary School,Hawkesbury,-33.497331,150.516765
1230,Binalong Public School,Australia,New South Wales,BINALONG,2584,32,Primary School,Yass Valley,-34.670108,148.625718
1231,Binda Public School,Australia,New South Wales,Binda ,2583,10,Primary School,Upper Lachlan Shire,-34.331463,149.368114
1234,Bingara Central School,Australia,New South Wales,Bingara ,2404,181.8,Central/Community School,Gwydir,-29.866705,150.56725
1237,Binnaway Central School,Australia,New South Wales,Binnaway,2395,53,Central/Community School,Warrumbungle Shire,-31.552793,149.374951
1238,Binya Public School,Australia,New South Wales,Binya,2665,13,Primary School,Narrandera,-34.228678,146.353034
1240,Birchgrove Public School,Australia,New South Wales,Balmain ,2041,380,Primary School,Inner West,-33.853009,151.177045
1246,Blackheath Public School,Australia,New South Wales,Blackheath ,2785,342,Primary School,Blue Mountains,-33.639284,150.285831
1247,Black Hill Public School,Australia,New South Wales,Black Hill ,2322,102,Primary School,Cessnock,-32.838523,151.617131
1249,Black Mountain Public School,Australia,New South Wales,Black Mountain ,2365,29,Primary School,Armidale Regional,-30.308489,151.657688
1252,Blackville Public School,Australia,New South Wales,Blackville ,2343,11,Primary School,Liverpool Plains,-31.64044,150.237489
1254,Blakebrook Public School,Australia,New South Wales,Blakebrook ,2480,76,Primary School,Lismore,-28.763426,153.229992
1255,Blakehurst Public School,Australia,New South Wales,Blakehurst ,2221,267,Primary School,Georges River,-33.98298,151.115779
1256,Blandford Public School,Australia,New South Wales,Blandford ,2338,35,Primary School,Upper Hunter Shire,-31.778585,150.892725
1257,Blaxcell Street Public School,Australia,New South Wales,Granville,2142,799,Primary School,Cumberland,-33.858068,151.006125
1258,Blaxland Public School,Australia,New South Wales,Blaxland,2774,113,Primary School,Blue Mountains,-33.737103,150.603489
1260,Blayney Public School,Australia,New South Wales,Blayney ,2799,301,Primary School,Blayney,-33.528987,149.251583
1261,Blighty Public School,Australia,New South Wales,Blighty ,2713,43,Primary School,Edward River,-35.580094,145.349272
1266,Boambee Public School,Australia,New South Wales,Boambee,2450,430,Primary School,Coffs Harbour,-30.334055,153.077009
1269,Bobin Public School,Australia,New South Wales,Bobin ,2429,18,Primary School,Mid-Coast,-31.712682,152.28388
1271,Bobs Farm Public School,Australia,New South Wales,Bobs Farm,2316,40,Primary School,Port Stephens,-32.766796,152.010937
1272,Bodalla Public School,Australia,New South Wales,Bodalla ,2545,74,Primary School,Eurobodalla,-36.09938,150.053879
1274,Bogan Gate Public School,Australia,New South Wales,Bogan Gate,2876,9,Primary School,Parkes,-33.104968,147.797859
1275,Boggabilla Central School,Australia,New South Wales,Boggabilla ,2409,66,Central/Community School,Moree Plains,-28.616586,150.361593
1276,Boggabri Public School,Australia,New South Wales,Boggabri ,2382,88,Primary School,Narrabri,-30.705682,150.043053
1286,Bolwarra Public School,Australia,New South Wales,Bolwarra ,2320,423,Primary School,Maitland,-32.706994,151.573008
1287,Bomaderry Public School,Australia,New South Wales,Bomaderry ,2541,328,Primary School,Shoalhaven,-34.847379,150.608269
1288,Bombala Public School,Australia,New South Wales,Bombala,2632,131,Primary School,Snowy Monaro Regional,-36.918986,149.233792
1290,Bonalbo Central School,Australia,New South Wales,Bonalbo,2469,131,Central/Community School,Kyogle,-28.735472,152.623959
1292,Bondi Beach Public School,Australia,New South Wales,Bondi Beach ,2026,649,Primary School,Waverley,-33.8883,151.276821
1293,Bongongo Public School,Australia,New South Wales,Adjungbilly,2727,15,Primary School,Cootamundra-Gundagai,-35.08463,148.399517
1296,Bonshaw Public School,Australia,New South Wales,Bonshaw ,2361,13,Primary School,Inverell,-29.046366,151.278092
1297,Bonville Public School,Australia,New South Wales,BONVILLE,2450,125,Primary School,Coffs Harbour,-30.379782,153.032316
1302,Boolaroo Public School,Australia,New South Wales,Boolaroo ,2284,59,Primary School,Lake Macquarie,-32.951196,151.622765
1303,Booligal Public School,Australia,New South Wales,Booligal ,2711,7,Primary School,Hay,-33.86704,144.886395
1307,Boomi Public School,Australia,New South Wales,Boomi ,2405,25,Primary School,Moree Plains,-28.724129,149.577268
1311,Booral Public School,Australia,New South Wales,Booral ,2425,107,Primary School,Mid-Coast,-32.471428,151.960736
1313,Boorowa Central School,Australia,New South Wales,Boorowa ,2586,205,Central/Community School,Hilltops,-34.436712,148.726108
1318,Boree Creek Public School,Australia,New South Wales,Boree Creek ,2652,32,Primary School,Federation,-35.105937,146.606338
1320,Boronia Park Public School,Australia,New South Wales,HUNTERS HILL,2110,521,Primary School,Hunters Hill,-33.821414,151.135558
1321,Bossley Park Public School,Australia,New South Wales,Bossley Park ,2176,398,Primary School,Fairfield,-33.858524,150.883076
1323,Botany Public School,Australia,New South Wales,Botany ,2019,283,Primary School,Bayside,-33.94316,151.194687
1326,Bourke Public School,Australia,New South Wales,BOURKE,2840,211,Primary School,Bourke,-30.09351,145.94968
1334,Bowning Public School,Australia,New South Wales,Bowning ,2582,21,Primary School,Yass Valley,-34.769376,148.81153
1335,Bowral Public School,Australia,New South Wales,BOWRAL,2576,591,Primary School,Wingecarribee,-34.481178,150.419191
1336,Bowraville Central School,Australia,New South Wales,BOWRAVILLE,2449,212.4,Central/Community School,Nambucca,-30.645289,152.853898
1340,Braidwood Central School,Australia,New South Wales,Braidwood ,2622,344,Central/Community School,Queanbeyan-Palerang Regional,-35.440595,149.798888
1341,Branxton Public School,Australia,New South Wales,BRANXTON,2335,399,Primary School,Cessnock,-32.659391,151.350682
1345,Breadalbane Public School,Australia,New South Wales,BREADALBANE,2581,6,Primary School,Upper Lachlan Shire,-34.790546,149.487576
1346,Colo Heights Public School,Australia,New South Wales,Colo Heights,2756,42,Primary School,Hawkesbury,-33.372972,150.739776
1347,Bredbo Public School,Australia,New South Wales,Bredbo ,2626,6,Primary School,Snowy Monaro Regional,-35.95399,149.14797
1350,Brewarrina Central School,Australia,New South Wales,BREWARRINA,2839,162,Central/Community School,Brewarrina,-29.963669,146.859088
1354,Bribbaree Public School,Australia,New South Wales,Bribbaree ,2594,15,Primary School,Hilltops,-34.12042,147.874699
1358,Brighton-Le-Sands Public School,Australia,New South Wales,BRIGHTON-LE-SANDS,2216,699,Primary School,Bayside,-33.962357,151.148929
1360,Bringelly Public School,Australia,New South Wales,BRINGELLY,2556,122,Primary School,Liverpool,-33.93791,150.730266
1361,Broadwater Public School,Australia,New South Wales,Broadwater ,2472,51,Primary School,Richmond Valley,-29.002773,153.437279
1363,Brocklesby Public School,Australia,New South Wales,Brocklesby,2642,10,Primary School,Greater Hume Shire,-35.823911,146.677989
1367,Broke Public School,Australia,New South Wales,Broke ,2330,78,Primary School,Singleton,-32.744976,151.104334
1369,Broken Hill Public School,Australia,New South Wales,Broken Hill ,2880,164,Primary School,Broken Hill,-31.956108,141.456502
1371,Broken Hill North Public School,Australia,New South Wales,Broken Hill ,2880,252,Primary School,Broken Hill,-31.944457,141.471518
1372,Bronte Public School,Australia,New South Wales,Bronte ,2024,422,Primary School,Waverley,-33.900605,151.262011
1377,Brooklyn Public School,Australia,New South Wales,Brooklyn ,2083,82,Primary School,Hornsby,-33.548414,151.214992
1379,Brookvale Public School,Australia,New South Wales,Brookvale ,2100,311,Primary School,Northern Beaches,-33.761678,151.270787
1387,Brungle Public School,Australia,New South Wales,Brungle ,2722,12,Primary School,Snowy Valleys,-35.156755,148.233572
1389,Brunswick Heads Public School,Australia,New South Wales,Brunswick Heads ,2483,200,Primary School,Byron,-28.541343,153.550848
1402,Bulahdelah Central School,Australia,New South Wales,Bulahdelah ,2423,400,Central/Community School,Mid-Coast,-32.413374,152.211848
1411,Bulli Public School,Australia,New South Wales,Bulli ,2516,211,Primary School,Wollongong,-34.326951,150.912703
1414,Bundanoon Public School,Australia,New South Wales,Bundanoon ,2578,158,Primary School,Wingecarribee,-34.657878,150.300442
1415,Bundarra Central School,Australia,New South Wales,BUNDARRA,2359,114,Central/Community School,Uralla,-30.168353,151.077625
1421,Bungendore Public School,Australia,New South Wales,Bungendore ,2621,499,Primary School,Queanbeyan-Palerang Regional,-35.255619,149.444628
1424,Bungwahl Public School,Australia,New South Wales,BUNGWAHL,2423,32,Primary School,Mid-Coast,-32.389144,152.448558
1425,Bunnaloo Public School,Australia,New South Wales,Bunnaloo,2731,55,Primary School,Murray River,-35.786399,144.597923
1432,Burke Ward Public School,Australia,New South Wales,Broken Hill ,2880,287,Primary School,Broken Hill,-31.960361,141.441054
1433,Burnside Public School,Australia,New South Wales,North Parramatta ,2151,248,Primary School,Parramatta,-33.79258,151.018316
1445,Burrawang Public School,Australia,New South Wales,Burrawang ,2577,29,Primary School,Wingecarribee,-34.592222,150.51725
1447,Burren Junction Public School,Australia,New South Wales,Burren Junction ,2386,44,Primary School,Walgett,-30.102686,148.964703
1449,Burringbar Public School,Australia,New South Wales,Burringbar ,2483,57,Primary School,Tweed,-28.436645,153.466738
1453,Burrumbuttock Public School,Australia,New South Wales,Burrumbuttock ,2642,32,Primary School,Greater Hume Shire,-35.837489,146.800049
1455,Burwood Public School,Australia,New South Wales,BURWOOD,2134,579,Primary School,Burwood,-33.8768,151.098987
1460,Buxton Public School,Australia,New South Wales,Buxton ,2571,174,Primary School,Wollondilly,-34.246971,150.544826
1470,Byron Bay Public School,Australia,New South Wales,Byron Bay ,2481,641,Primary School,Byron,-28.647416,153.614826
1471,Cabbage Tree Island Public School,Australia,New South Wales,Cabbage Tree Island,2477,25,Primary School,Ballina,-28.98367,153.457788
1472,Cabramatta Public School,Australia,New South Wales,Cabramatta ,2166,713,Primary School,Fairfield,-33.895823,150.942629
1481,Cambewarra Public School,Australia,New South Wales,Cambewarra ,2540,300,Primary School,Shoalhaven,-34.821537,150.556043
1482,Camden Public School,Australia,New South Wales,Camden ,2570,311,Primary School,Camden,-34.051998,150.693236
1483,Camdenville Public School,Australia,New South Wales,Newtown ,2042,308,Primary School,Inner West,-33.906146,151.175741
1485,Cammeray Public School,Australia,New South Wales,Cammeray ,2062,920,Primary School,North Sydney,-33.820422,151.211542
1486,Campbelltown Public School,Australia,New South Wales,Campbelltown ,2560,327,Primary School,Campbelltown,-34.070109,150.815634
1488,Campsie Public School,Australia,New South Wales,Campsie,2194,747,Primary School,Canterbury-Bankstown,-33.911863,151.104846
1490,Candelo Public School,Australia,New South Wales,Candelo ,2550,70,Primary School,Bega Valley,-36.768392,149.695674
1492,Caniaba Public School,Australia,New South Wales,Lismore ,2480,57,Primary School,Lismore,-28.830799,153.231317
1494,Canley Vale Public School,Australia,New South Wales,Canley Vale ,2166,895,Primary School,Fairfield,-33.88676,150.937632
1495,Canobolas Public School,Australia,New South Wales,Orange ,2800,116,Primary School,Orange,-33.305942,149.04621
1497,Canterbury Public School,Australia,New South Wales,Canterbury ,2193,367,Primary School,Canterbury-Bankstown,-33.908761,151.122306
1498,Brisbania Public School,Australia,New South Wales,Saratoga,2251,475,Primary School,Central Coast,-33.478822,151.357294
1499,Uranquinty Public School,Australia,New South Wales,URANQUINTY,2652,31,Primary School,Wagga Wagga,-35.188793,147.249486
1501,Capertee Public School,Australia,New South Wales,Capertee ,2846,7,Primary School,Lithgow,-33.147074,149.985922
1502,Captains Flat Public School,Australia,New South Wales,Captains Flat,2623,50,Primary School,Queanbeyan-Palerang Regional,-35.587192,149.450147
1503,Caragabal Public School,Australia,New South Wales,Caragabal ,2810,29,Primary School,Weddin,-33.84532,147.744452
1504,Carcoar Public School,Australia,New South Wales,Carcoar ,2791,15,Primary School,Blayney,-33.612326,149.142432
1505,Cardiff Public School,Australia,New South Wales,Cardiff ,2285,237,Primary School,Lake Macquarie,-32.945779,151.657754
1506,Cargo Public School,Australia,New South Wales,Cargo ,2800,26,Primary School,Cabonne,-33.427612,148.807697
1507,Carinda Public School,Australia,New South Wales,Carinda ,2831,14,Primary School,Walgett,-30.461882,147.687555
1508,Caringbah Public School,Australia,New South Wales,Caringbah ,2229,252,Primary School,Sutherland Shire,-34.053433,151.122988
1512,Carlton Public School,Australia,New South Wales,Bexley ,2207,841,Primary School,Bayside,-33.963496,151.12246
1513,Carlton South Public School,Australia,New South Wales,Carlton ,2218,647,Primary School,Georges River,-33.973045,151.128287
1515,Carool Public School,Australia,New South Wales,Carool,2486,17,Primary School,Tweed,-28.229959,153.4293
1517,Carrathool Public School,Australia,New South Wales,Carrathool,2711,10,Primary School,Carrathool,-34.409166,145.431622
1518,Carrington Public School,Australia,New South Wales,Carrington ,2294,106,Primary School,Newcastle,-32.912446,151.765328
1520,Carroll Public School,Australia,New South Wales,Carroll ,2340,26,Primary School,Gunnedah,-30.986074,150.447096
1526,Casino Public School,Australia,New South Wales,Casino ,2470,707,Primary School,Richmond Valley,-28.867384,153.048053
1527,Cassilis Public School,Australia,New South Wales,Cassilis,2329,8,Primary School,Upper Hunter Shire,-32.004552,149.978075
1529,Castle Hill Public School,Australia,New South Wales,Castle Hill ,2154,979,Primary School,The Hills Shire,-33.727887,151.004663
1535,Cattai Public School,Australia,New South Wales,Cattai ,2756,52,Primary School,Hawkesbury,-33.558762,150.906904
1537,Cawdor Public School,Australia,New South Wales,Camden ,2570,80,Primary School,Wollondilly,-34.109711,150.673727
1542,Cessnock Public School,Australia,New South Wales,Cessnock ,2325,313,Primary School,Cessnock,-32.840405,151.363808
1543,Cessnock East Public School,Australia,New South Wales,Cessnock ,2325,217,Primary School,Cessnock,-32.827606,151.369746
1545,Cessnock West Public School,Australia,New South Wales,Cessnock ,2325,405,Primary School,Cessnock,-32.838387,151.344863
1547,Chandler Public School,Australia,New South Wales,Wollomombi,2350,15,Primary School,Armidale Regional,-30.518553,152.053551
1548,The Channon Public School,Australia,New South Wales,The Channon ,2480,35,Primary School,Lismore,-28.675099,153.280288
1550,Charlestown Public School,Australia,New South Wales,Charlestown ,2290,148,Primary School,Lake Macquarie,-32.965494,151.697486
1551,Pacific Palms Public School,Australia,New South Wales,Boomerang Beach ,2428,313,Primary School,Mid-Coast,-32.341023,152.539306
1553,Chatsworth Island Public School,Australia,New South Wales,CHATSWORTH,2469,48,Primary School,Clarence Valley,-29.387954,153.231645
1558,Chillingham Public School,Australia,New South Wales,Chillingham ,2484,31,Primary School,Tweed,-28.311937,153.275569
1560,Chipping Norton Public School,Australia,New South Wales,Chipping Norton ,2170,342,Primary School,Liverpool,-33.909108,150.96085
1564,Clarence Town Public School,Australia,New South Wales,Clarence Town ,2321,124,Primary School,Dungog,-32.588731,151.777207
1566,Clemton Park Public School,Australia,New South Wales,Earlwood,2206,603,Primary School,Canterbury-Bankstown,-33.929708,151.108423
1573,Clovelly Public School,Australia,New South Wales,Waverley ,2024,592,Primary School,Waverley,-33.907431,151.26028
1574,Clunes Public School,Australia,New South Wales,Clunes ,2480,82,Primary School,Lismore,-28.724778,153.408852
1578,Cobar Public School,Australia,New South Wales,Cobar ,2835,240,Primary School,Cobar,-31.502199,145.836609
1579,Cobargo Public School,Australia,New South Wales,Cobargo,2550,62,Primary School,Bega Valley,-36.386942,149.882818
1580,Cobbitty Public School,Australia,New South Wales,Cobbitty ,2570,289,Primary School,Camden,-34.0159,150.685938
1583,Coffee Camp Public School,Australia,New South Wales,Coffee Camp ,2480,52,Primary School,Lismore,-28.662664,153.220638
1584,Coffs Harbour Public School,Australia,New South Wales,COFFS HARBOUR,2450,459,Primary School,Coffs Harbour,-30.30196,153.120372
1587,Coledale Public School,Australia,New South Wales,Coledale ,2515,149,Primary School,Wollongong,-34.289546,150.947366
1589,Collarenebri Central School,Australia,New South Wales,COLLARENEBRI,2833,106,Central/Community School,Walgett,-29.543823,148.578086
1590,Collector Public School,Australia,New South Wales,Collector,2581,29,Primary School,Upper Lachlan Shire,-34.914221,149.433144
1593,Collins Creek Public School,Australia,New South Wales,Collins Creek ,2474,11,Primary School,Kyogle,-28.489297,153.022547
1596,Colyton Public School,Australia,New South Wales,Mount Druitt ,2770,847,Primary School,Blacktown,-33.777199,150.81316
1601,Comboyne Public School,Australia,New South Wales,Comboyne ,2429,30,Primary School,Port Macquarie-Hastings,-31.605308,152.472736
1604,Comleroy Road Public School,Australia,New South Wales,Kurrajong,2758,121,Primary School,Hawkesbury,-33.506475,150.69763
1605,Como Public School,Australia,New South Wales,Como ,2226,104,Primary School,Sutherland Shire,-34.001832,151.069127
1606,Conargo Public School,Australia,New South Wales,Conargo ,2710,7,Primary School,Edward River,-35.305269,145.17886
1607,Concord Public School,Australia,New South Wales,Concord ,2137,262,Primary School,Canada Bay,-33.863224,151.106944
1608,Concord West Public School,Australia,New South Wales,Concord West ,2138,358,Primary School,Canada Bay,-33.839613,151.087317
1609,Condobolin Public School,Australia,New South Wales,CONDOBOLIN,2877,296,Primary School,Lachlan,-33.085514,147.149077
1611,Condong Public School,Australia,New South Wales,Condong ,2484,45,Primary School,Tweed,-28.309674,153.434424
1612,Coniston Public School,Australia,New South Wales,Coniston ,2500,185,Primary School,Wollongong,-34.439023,150.887435
