School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
5691,Royal National Park Environmental Education Centre,Australia,New South Wales,Audley Heights ,2232,,Environmental Education Centre,Sutherland Shire,-34.06282,151.057682
5694,Brewongle Environmental Education Centre,Australia,New South Wales,SACKVILLE NORTH,2756,,Environmental Education Centre,The Hills Shire,-33.48167,150.891511
5696,Sandon Public School,Australia,New South Wales,Armidale ,2350,247,Primary School,Armidale Regional,-30.497063,151.65599
5698,Havenlee School,Australia,New South Wales,NORTH NOWRA,2541,61,Schools for Specific Purposes,Shoalhaven,-34.855204,150.576325
5699,Kalinda School,Australia,New South Wales,Griffith,2680,34,Schools for Specific Purposes,Griffith,-34.293126,146.035366
5701,Newcastle Middle School,Australia,New South Wales,Waratah,2298,42,Schools for Specific Purposes,Newcastle,-32.90943,151.720351
5703,Carinya School,Australia,New South Wales,Mortdale ,2223,44,Schools for Specific Purposes,Georges River,-33.973766,151.082222
5704,Newcastle Junior School,Australia,New South Wales,Hillsborough ,2290,60,Schools for Specific Purposes,Lake Macquarie,-32.95885,151.680211
5711,Shepherds Park School,Australia,New South Wales,Wagga Wagga ,2650,40,Schools for Specific Purposes,Wagga Wagga,-35.130108,147.344225
5712,Les Powell School,Australia,New South Wales,Mount Pritchard,2170,75,Schools for Specific Purposes,Fairfield,-33.90434,150.91237
5713,Lucas Gardens School,Australia,New South Wales,Canada Bay,2046,41,Schools for Specific Purposes,Canada Bay,-33.868438,151.113666
5714,Gibberagong Environmental Education Centre,Australia,New South Wales,North Turramurra,2074,,Environmental Education Centre,Hornsby,-33.667445,151.14174
5721,Mary Brooksbank School,Australia,New South Wales,Rosemeadow ,2560,84,Schools for Specific Purposes,Campbelltown,-34.09782,150.792742
5723,Five Islands School,Australia,New South Wales,BOORAGUL,2284,38,Schools for Specific Purposes,Lake Macquarie,-32.974054,151.611684
5730,Gralee School,Australia,New South Wales,Leeton ,2705,16,Schools for Specific Purposes,Leeton,-34.563497,146.412229
5731,Cascade Environmental Education Centre,Australia,New South Wales,Cascade,2453,,Environmental Education Centre,Bellingen,-30.233457,152.789665
5732,Warrumbungle Shire National Park Environmental Education Centre,Australia,New South Wales,Coonabarabran ,2357,,Environmental Education Centre,Coonamble,-31.25459,148.981077
5734,Riverina Environmental Education Centre,Australia,New South Wales,Wagga Wagga ,2650,,Environmental Education Centre,Wagga Wagga,-35.124919,147.316837
5735,Campbell House School,Australia,New South Wales,Glenfield,2167,54,Schools for Specific Purposes,Campbelltown,-33.968196,150.882009
5736,Holman Place School,Australia,New South Wales,Cowra ,2794,34,Schools for Specific Purposes,Cowra,-33.824253,148.694013
5737,Edgeware School,Australia,New South Wales,Hurlstone Park ,2193,19,Schools for Specific Purposes,Canterbury-Bankstown,-33.913582,151.131342
5738,Kotara School,Australia,New South Wales,Kotara ,2289,28,Schools for Specific Purposes,Newcastle,-32.94283,151.700379
5740,Rumbalara Environmental Education Centre,Australia,New South Wales,Gosford ,2250,,Environmental Education Centre,Central Coast,-33.428082,151.347464
5741,Botany Bay Environmental Education Centre,Australia,New South Wales,Kurnell ,2231,,Environmental Education Centre,Sutherland Shire,-34.003706,151.221169
5743,Illawarra Environmental Education Centre,Australia,New South Wales,Dunmore,2529,,Environmental Education Centre,Shellharbour,-34.610625,150.854786
5744,Kandeer School,Australia,New South Wales,NORTH ALBURY,2640,13,Schools for Specific Purposes,Albury,-36.062278,146.927949
5745,Observatory Hill Environmental Education Centre,Australia,New South Wales,THE ROCKS,2000,,Environmental Education Centre,Sydney,-33.860863,151.204832
5748,Ajuga School,Australia,New South Wales,Glenfield,2167,47,Schools for Specific Purposes,Campbelltown,-33.969521,150.878033
5749,Budawang School,Australia,New South Wales,Ulladulla ,2539,34,Schools for Specific Purposes,Shoalhaven,-35.34971,150.471311
5750,Red Hill Environmental Education Centre,Australia,New South Wales,Gulgong ,2852,,Environmental Education Centre,Mid-Western Regional,-32.364632,149.536274
5751,The Childrens Hospital School,Australia,New South Wales,Westmead ,2145,,Schools for Specific Purposes,Parramatta,-33.802243,150.991834
5752,Penrith Lakes Environmental Education Centre,Australia,New South Wales,CASTLEREAGH,2749,,Environmental Education Centre,Penrith,-33.728553,150.686511
5753,Lomandra School,Australia,New South Wales,Campbelltown ,2560,65,Schools for Specific Purposes,Campbelltown,-34.06173,150.824344
5754,Plumpton House School,Australia,New South Wales,Plumpton ,2761,48,Schools for Specific Purposes,Blacktown,-33.75029,150.840732
5755,HopeTown School,Australia,New South Wales,Wyong ,2259,47,Schools for Specific Purposes,Central Coast,-33.280982,151.448585
5756,Induna School,Australia,New South Wales,South Grafton ,2460,29,Schools for Specific Purposes,Clarence Valley,-29.722447,152.94639
5757,Lincoln School,Australia,New South Wales,Dubbo ,2830,24,Schools for Specific Purposes,Dubbo,-32.2313,148.5784
5758,The Bidgee School,Australia,New South Wales,Wagga Wagga ,2650,41,Schools for Specific Purposes,Wagga Wagga,-35.124587,147.364173
5759,Canterbury Vale School,Australia,New South Wales,Lakemba ,2195,18,Schools for Specific Purposes,Canterbury-Bankstown,-33.915685,151.074514
5760,North Gosford Learning Centre,Australia,New South Wales,North Gosford,2250,29,Schools for Specific Purposes,Central Coast,-33.416874,151.35037
5761,Penrith Valley Learning Centre,Australia,New South Wales,Werrington,2747,42,Schools for Specific Purposes,Penrith,-33.766114,150.7567
5762,Barwon Learning Centre,Australia,New South Wales,Moree,2400,6,Schools for Specific Purposes,Moree Plains,-29.482103,149.842223
5763,Coffs Harbour Learning Centre,Australia,New South Wales,Boambee ,2450,20,Schools for Specific Purposes,Coffs Harbour,-30.347588,153.071794
5764,Woodberry Learning Centre,Australia,New South Wales,Woodberry,2322,16,Schools for Specific Purposes,Maitland,-32.791554,151.671217
5765,The Ponds School,Australia,New South Wales,The Ponds,2769,112,Schools for Specific Purposes,Blacktown,-33.698,150.911601
5766,Yandelora School,Australia,New South Wales,NARELLAN,2567,,Schools for Specific Purposes,Camden,-34.04306214,150.732244
5767,George Bass School,Australia,New South Wales,BASS HILL,2197,105,Schools for Specific Purposes,Canterbury-Bankstown,-33.898788,150.9949744
5768,Fernhill School,Australia,New South Wales,GLENMORE PARK,2745,82,Schools for Specific Purposes,Penrith,-33.79628624,150.6769558
7301,Canowindra Public School,Australia,New South Wales,CANOWINDRA,2804,234,Primary School,Cabonne,-33.566198,148.664921
7302,Carlingford Public School,Australia,New South Wales,Carlingford ,2118,717,Primary School,Parramatta,-33.780094,151.055153
7303,Gloucester Public School,Australia,New South Wales,Gloucester ,2422,314,Primary School,Mid-Coast,-32.010211,151.961099
7305,Manilla Central School,Australia,New South Wales,Manilla ,2346,269,Central/Community School,Tamworth Regional,-30.750947,150.728435
7307,Orange Public School,Australia,New South Wales,Orange ,2800,679,Primary School,Orange,-33.286264,149.096584
7308,Plattsburg Public School,Australia,New South Wales,Wallsend,2287,231,Primary School,Newcastle,-32.896354,151.669186
7311,Scone Public School,Australia,New South Wales,Scone ,2337,446,Primary School,Upper Hunter Shire,-32.049446,150.863855
7314,Wingham Public School,Australia,New South Wales,Wingham,2429,315,Primary School,Mid-Coast,-31.863383,152.350225
7316,Dorrigo Public School,Australia,New South Wales,Dorrigo ,2453,100,Primary School,Bellingen,-30.343091,152.71033
7401,Arncliffe Public School,Australia,New South Wales,Arncliffe ,2205,409,Primary School,Bayside,-33.94054,151.14755
7403,Auburn Public School,Australia,New South Wales,Auburn,2144,516,Primary School,Cumberland,-33.854,151.032953
7404,Balmain Public School,Australia,New South Wales,BALMAIN,2041,368,Primary School,Inner West,-33.859166,151.183417
7405,Bankstown Public School,Australia,New South Wales,Bankstown ,2200,887,Primary School,Canterbury-Bankstown,-33.921122,151.034168
7406,Bexley Public School,Australia,New South Wales,Bexley ,2207,292,Primary School,Bayside,-33.947687,151.128861
7407,Bondi Public School,Australia,New South Wales,Bondi ,2026,585,Primary School,Waverley,-33.892625,151.264753
7408,Bourke Street Public School,Australia,New South Wales,Surry Hills ,2010,443,Primary School,Sydney,-33.890534,151.215737
7409,Chatswood Public School,Australia,New South Wales,Chatswood ,2067,1291,Primary School,Willoughby,-33.798242,151.17759
7411,Croydon Public School,Australia,New South Wales,Croydon ,2132,684,Primary School,Burwood,-33.879793,151.114887
7412,Croydon Park Public School,Australia,New South Wales,Croydon Park,2133,446,Primary School,Burwood,-33.894695,151.108395
7413,Daceyville Public School,Australia,New South Wales,Daceyville ,2032,287,Primary School,Bayside,-33.929548,151.227984
7414,Darlinghurst Public School,Australia,New South Wales,Potts Point ,2011,322,Primary School,Sydney,-33.878599,151.223432
7416,Eastwood Public School,Australia,New South Wales,Eastwood ,2122,882,Primary School,Ryde,-33.792743,151.078474
7418,Gardeners Road Public School,Australia,New South Wales,ROSEBERY,2018,360,Primary School,Sydney,-33.920643,151.198034
7419,Glebe Public School,Australia,New South Wales,Glebe ,2037,292,Primary School,Sydney,-33.883685,151.19097
7420,Hamilton Public School,Australia,New South Wales,Hamilton ,2303,303,Primary School,Newcastle,-32.924141,151.74331
7422,Kurri Kurri Public School,Australia,New South Wales,Kurri Kurri ,2327,668,Primary School,Cessnock,-32.821099,151.478156
7423,Leichhardt Public School,Australia,New South Wales,LEICHHARDT,2040,747,Primary School,Inner West,-33.88427,151.15814
7424,Liverpool Public School,Australia,New South Wales,Liverpool,2170,729,Primary School,Liverpool,-33.923572,150.925924
7427,Maroubra Junction Public School,Australia,New South Wales,Maroubra ,2035,635,Primary School,Randwick,-33.936072,151.236652
7430,Mosman Public School,Australia,New South Wales,Mosman ,2088,688,Primary School,Mosman,-33.828052,151.241198
7431,Newtown Public School,Australia,New South Wales,Newtown ,2042,407,Primary School,Sydney,-33.899991,151.179405
7432,Paddington Public School,Australia,New South Wales,Paddington ,2021,279,Primary School,Sydney,-33.887603,151.230188
7435,Rozelle Public School,Australia,New South Wales,Rozelle ,2039,635,Primary School,Inner West,-33.862581,151.169749
7436,Stanmore Public School,Australia,New South Wales,Stanmore ,2048,645,Primary School,Inner West,-33.895506,151.165283
7442,Woollahra Public School,Australia,New South Wales,Woollahra ,2025,770,Primary School,Woollahra,-33.886379,151.24119
7444,Rosehill Public School,Australia,New South Wales,ROSEHILL,2142,714,Primary School,Parramatta,-33.824229,151.018376
7445,Woy Woy Public School,Australia,New South Wales,Woy Woy ,2256,466,Primary School,Central Coast,-33.491705,151.328247
8101,Albury High School,Australia,New South Wales,Albury ,2640,973.6,Secondary School,Albury,-36.072846,146.915442
8103,"Denison College of Secondary Education, Bathurst High Campus",Australia,New South Wales,Bathurst ,2795,1072.5,Secondary School,Bathurst Regional,-33.413383,149.569679
8104,Bowral High School,Australia,New South Wales,Bowral ,2576,797.9,Secondary School,Wingecarribee,-34.488816,150.423432
8105,Broken Hill High School,Australia,New South Wales,Broken Hill,2880,614,Secondary School,Broken Hill,-31.960105,141.456986
8107,Canterbury Boys High School,Australia,New South Wales,Canterbury ,2193,347.2,Secondary School,Inner West,-33.904178,151.123884
8108,Cessnock High School,Australia,New South Wales,Cessnock ,2325,561.2,Secondary School,Cessnock,-32.842954,151.368528
8109,Coffs Harbour High School,Australia,New South Wales,Coffs Harbour,2450,1002.3,Secondary School,Coffs Harbour,-30.305319,153.135846
8110,Dubbo College Senior Campus,Australia,New South Wales,Dubbo,2830,502,Secondary School,Dubbo,-32.233022,148.625549
8111,Farrer Memorial Agricultural High School,Australia,New South Wales,Calala,2340,584,Secondary School,Tamworth Regional,-31.138453,150.979996
8114,Glen Innes High School,Australia,New South Wales,Glen Innes ,2370,472.7,Secondary School,Glen Innes Severn Shire,-29.744294,151.742487
8115,Gosford High School,Australia,New South Wales,Gosford ,2250,1067.3,Secondary School,Central Coast,-33.417183,151.341388
8116,Goulburn High School,Australia,New South Wales,Goulburn ,2580,591,Secondary School,Goulburn Mulwaree,-34.746861,149.711241
8117,Grafton High School,Australia,New South Wales,GRAFTON,2460,904.4,Secondary School,Clarence Valley,-29.682105,152.932509
8119,Hay War Memorial High School,Australia,New South Wales,Hay ,2711,173,Secondary School,Hay,-34.504747,144.839262
8120,Hornsby Girls High School,Australia,New South Wales,Hornsby ,2077,725,Secondary School,Hornsby,-33.706627,151.101083
8121,Hurlstone Agricultural High School,Australia,New South Wales,Glenfield ,2167,954.9,Secondary School,Campbelltown,-33.970383,150.893629
8122,Inverell High School,Australia,New South Wales,Inverell ,2360,540,Secondary School,Inverell,-29.765729,151.110782
8123,Kempsey High School,Australia,New South Wales,Kempsey ,2440,488.6,Secondary School,Kempsey,-31.06806,152.824202
8124,"The Rivers Secondary College, Lismore High Campus",Australia,New South Wales,Lismore ,2480,407,Secondary School,Lismore,-28.820823,153.297294
8125,Lithgow High School,Australia,New South Wales,LITHGOW,2790,798.2,Secondary School,Lithgow,-33.485739,150.166271
8126,Maitland High School,Australia,New South Wales,EAST MAITLAND,2323,962.8,Secondary School,Maitland,-32.747365,151.597333
8127,Maitland Grossmann High School,Australia,New South Wales,East Maitland,2323,1194.8,Secondary School,Maitland,-32.743453,151.591504
8128,Mudgee High School,Australia,New South Wales,Mudgee ,2850,811.8,Secondary School,Mid-Western Regional,-32.597793,149.583627
8129,Murwillumbah High School,Australia,New South Wales,Murwillumbah ,2484,439.8,Secondary School,Tweed,-28.336032,153.391648
8132,North Sydney Boys High School,Australia,New South Wales,Crows Nest,2065,927,Secondary School,North Sydney,-33.829336,151.207734
8133,North Sydney Girls High School,Australia,New South Wales,Crows Nest ,2065,912.7,Secondary School,North Sydney,-33.830244,151.203447
8134,Orange High School,Australia,New South Wales,Orange ,2800,1072.2,Secondary School,Orange,-33.280352,149.084361
8135,Parramatta High School,Australia,New South Wales,Parramatta ,2150,911,Secondary School,Parramatta,-33.817883,150.996083
8136,St George Girls High School,Australia,New South Wales,Kogarah ,2217,924,Secondary School,Georges River,-33.959073,151.136035
8137,Sydney Boys High School,Australia,New South Wales,MOORE PARK,2021,1202.1,Secondary School,Sydney,-33.892165,151.218904
8138,Sydney Girls High School,Australia,New South Wales,Surry Hills ,2010,936.5,Secondary School,Sydney,-33.894191,151.220371
8139,Tamworth High School,Australia,New South Wales,South Tamworth,2340,665.6,Secondary School,Tamworth Regional,-31.105768,150.916936
8140,Taree High School,Australia,New South Wales,Taree ,2430,875.6,Secondary School,Mid-Coast,-31.909866,152.46386
8141,Sydney Technical High School,Australia,New South Wales,Bexley ,2207,916.6,Secondary School,Bayside,-33.963075,151.114342
8142,Wagga Wagga High School,Australia,New South Wales,Wagga Wagga ,2650,1040.1,Secondary School,Wagga Wagga,-35.124438,147.364366
8143,Wollongong High School of the Performing Arts,Australia,New South Wales,Fairy Meadow,2519,1187.7,Secondary School,Wollongong,-34.406432,150.889188
8144,Yanco Agricultural High School,Australia,New South Wales,Yanco ,2703,287,Secondary School,Leeton,-34.632239,146.383678
8146,Parkes High School,Australia,New South Wales,Parkes ,2870,574.5,Secondary School,Parkes,-33.138824,148.180256
8147,Conservatorium High School,Australia,New South Wales,Sydney,2000,142.7,Secondary School,Sydney,-33.863407,151.21408
8148,Cowra High School,Australia,New South Wales,Cowra ,2794,521.6,Secondary School,Cowra,-33.814136,148.688347
8150,Katoomba High School,Australia,New South Wales,Katoomba ,2780,801.6,Secondary School,Blue Mountains,-33.727402,150.314399
8151,Homebush Boys High School,Australia,New South Wales,Homebush ,2140,1095,Secondary School,Strathfield,-33.866059,151.077132
8152,Burwood Girls High School,Australia,New South Wales,CROYDON,2132,1151.4,Secondary School,Burwood,-33.875318,151.113036
8154,Casino High School,Australia,New South Wales,Casino ,2470,630,Secondary School,Richmond Valley,-28.845167,153.0437
8155,Young High School,Australia,New South Wales,Young ,2594,586.6,Secondary School,Hilltops,-34.317142,148.291705
8156,Leeton High School,Australia,New South Wales,Leeton,2705,464.2,Secondary School,Leeton,-34.54684,146.405976
8157,Narrandera High School,Australia,New South Wales,Narrandera,2700,269,Secondary School,Narrandera,-34.74421,146.567177
8159,Willoughby Girls High School,Australia,New South Wales,Willoughby ,2068,949.6,Secondary School,Willoughby,-33.803128,151.199957
8161,Randwick Boys High School,Australia,New South Wales,Randwick ,2031,602,Secondary School,Randwick,-33.924712,151.238771
8162,Macksville High School,Australia,New South Wales,Macksville,2447,503.6,Secondary School,Nambucca,-30.714945,152.91701
8163,Penrith High School,Australia,New South Wales,Penrith,2750,918.5,Secondary School,Penrith,-33.756721,150.706537
8164,Muswellbrook High School,Australia,New South Wales,Muswellbrook ,2333,865,Secondary School,Muswellbrook,-32.268737,150.897592
8165,Bega High School,Australia,New South Wales,Bega ,2550,734.2,Secondary School,Bega Valley,-36.678459,149.838766
8166,Wyong High School,Australia,New South Wales,WYONG,2259,739.1,Secondary School,Central Coast,-33.281328,151.417918
8168,Temora High School,Australia,New South Wales,Temora ,2666,361,Secondary School,Temora,-34.441897,147.539525
8169,Strathfield Girls High School,Australia,New South Wales,Strathfield ,2135,1073.8,Secondary School,Strathfield,-33.873901,151.084571
8170,Narrabri High School,Australia,New South Wales,NARRABRI,2390,487.1,Secondary School,Narrabri,-30.335548,149.78267
8171,Kiama High School,Australia,New South Wales,Kiama ,2533,1040.2,Secondary School,Kiama,-34.68066,150.847197
8173,Wauchope High School,Australia,New South Wales,Wauchope ,2446,560,Secondary School,Port Macquarie-Hastings,-31.450894,152.731158
8174,Quirindi High School,Australia,New South Wales,Quirindi ,2343,376,Secondary School,Liverpool Plains,-31.501631,150.680087
8176,Liverpool Girls High School,Australia,New South Wales,Liverpool ,2170,875.6,Secondary School,Liverpool,-33.917986,150.931475
8177,Kurri Kurri High School,Australia,New South Wales,Kurri Kurri ,2327,799.6,Secondary School,Cessnock,-32.810142,151.486294
8178,Richmond High School,Australia,New South Wales,Richmond ,2753,601.6,Secondary School,Hawkesbury,-33.600535,150.746715
8179,Junee High School,Australia,New South Wales,Junee,2663,212,Secondary School,Junee,-34.869115,147.592765
8180,Campbelltown Performing Arts High School,Australia,New South Wales,Campbelltown ,2560,1066.8,Secondary School,Campbelltown,-34.060108,150.822959
8184,Punchbowl Boys High School,Australia,New South Wales,Punchbowl ,2196,484,Secondary School,Canterbury-Bankstown,-33.924027,151.052954
8186,Liverpool Boys High School,Australia,New South Wales,LIVERPOOL,2170,548,Secondary School,Liverpool,-33.917157,150.93154
8187,East Hills Girls Technology High School,Australia,New South Wales,Panania ,2213,1043.4,Secondary School,Canterbury-Bankstown,-33.956866,150.992016
8188,Gunnedah High School,Australia,New South Wales,Gunnedah,2380,412.6,Secondary School,Gunnedah,-30.982637,150.248768
8189,Kyogle High School,Australia,New South Wales,Kyogle ,2474,329.8,Secondary School,Kyogle,-28.625772,153.001529
8190,Cootamundra High School,Australia,New South Wales,Cootamundra ,2590,294.6,Secondary School,Cootamundra-Gundagai,-34.635419,148.017191
8191,Corrimal High School,Australia,New South Wales,Corrimal ,2518,316.2,Secondary School,Wollongong,-34.374243,150.91071
8193,Mullumbimby High School,Australia,New South Wales,Mullumbimby ,2482,622.3,Secondary School,Byron,-28.558569,153.494604
8194,Forbes High School,Australia,New South Wales,Forbes ,2871,372.8,Secondary School,Forbes,-33.364596,148.011352
8195,Ballina Coast High School,Australia,New South Wales,Ballina,2478,796.6,Secondary School,Ballina,-28.866603,153.565058
8196,Monaro High School,Australia,New South Wales,Cooma North,2629,459.6,Secondary School,Snowy Monaro Regional,-36.216655,149.134021
8197,Wellington High School,Australia,New South Wales,Wellington ,2820,277,Secondary School,Dubbo,-32.546677,148.947815
8201,Nowra High School,Australia,New South Wales,Nowra ,2541,915.2,Secondary School,Shoalhaven,-34.872966,150.609361
8202,Singleton High School,Australia,New South Wales,SINGLETON,2330,1160.4,Secondary School,Singleton,-32.569684,151.177593
8203,Belmont High School,Australia,New South Wales,BELMONT,2280,849,Secondary School,Lake Macquarie,-33.027147,151.660114
8204,Dapto High School,Australia,New South Wales,Dapto ,2530,915,Secondary School,Wollongong,-34.499054,150.785868
8205,Illawarra Sports High School,Australia,New South Wales,Berkeley ,2506,733.4,Secondary School,Wollongong,-34.480849,150.853331
8206,East Hills Boys High School,Australia,New South Wales,Panania ,2213,767.3,Secondary School,Canterbury-Bankstown,-33.957229,150.994115
8207,Hunters Hill High School,Australia,New South Wales,Hunters Hill ,2110,680,Secondary School,Hunters Hill,-33.832696,151.148509
8208,Cheltenham Girls High School,Australia,New South Wales,Beecroft ,2119,1341,Secondary School,Hornsby,-33.75627,151.074096
8209,Cabramatta High School,Australia,New South Wales,Cabramatta ,2166,1558.2,Secondary School,Fairfield,-33.901422,150.928913
8210,Lake Macquarie High School,Australia,New South Wales,Booragul ,2284,346,Secondary School,Lake Macquarie,-32.975553,151.613863
8211,Normanhurst Boys High School,Australia,New South Wales,Normanhurst,2076,758.7,Secondary School,Hornsby,-33.721475,151.101466
8213,Birrong Boys High School,Australia,New South Wales,Birrong ,2143,380,Secondary School,Canterbury-Bankstown,-33.894047,151.025024
8214,"The Rivers Secondary College, Richmond River High Campus",Australia,New South Wales,North Lismore ,2480,721,Secondary School,Lismore,-28.798765,153.279612
8215,Picton High School,Australia,New South Wales,Picton ,2571,1047,Secondary School,Wollondilly,-34.194467,150.608418
8216,Queanbeyan High School,Australia,New South Wales,Queanbeyan ,2620,502,Secondary School,Queanbeyan-Palerang Regional,-35.353243,149.220484
8217,Camden High School,Australia,New South Wales,Camden ,2570,1070.6,Secondary School,Camden,-34.0768,150.6785
8218,Deniliquin High School,Australia,New South Wales,Deniliquin ,2710,483.8,Secondary School,Edward River,-35.53627,144.961269
8219,Hunter River High School,Australia,New South Wales,Heatherbrae ,2324,815,Secondary School,Port Stephens,-32.781835,151.732798
8220,Randwick Girls High School,Australia,New South Wales,Randwick ,2031,938.4,Secondary School,Randwick,-33.921832,151.23944
8221,Kingsgrove North High School,Australia,New South Wales,KINGSGROVE,2208,871,Secondary School,Canterbury-Bankstown,-33.93398,151.097628
8222,Asquith Girls High School,Australia,New South Wales,Asquith ,2077,812.7,Secondary School,Hornsby,-33.689716,151.11275
8223,Bass High School,Australia,New South Wales,Bass Hill,2197,606,Secondary School,Canterbury-Bankstown,-33.897941,150.989379
8224,Blacktown Girls High School,Australia,New South Wales,Blacktown ,2148,751.6,Secondary School,Blacktown,-33.761976,150.910792
8225,Marsden High School,Australia,New South Wales,West Ryde ,2114,859.2,Secondary School,Ryde,-33.803326,151.071124
8227,Merrylands High School,Australia,New South Wales,Merrylands ,2160,764,Secondary School,Cumberland,-33.840847,150.96957
8229,Northmead Creative and Performing Arts High School,Australia,New South Wales,Northmead ,2152,1047.8,Secondary School,Parramatta,-33.788092,150.999661
8230,Port Hacking High School,Australia,New South Wales,MIRANDA,2228,1113,Secondary School,Sutherland Shire,-34.032395,151.097257
8231,Seven Hills High School,Australia,New South Wales,Seven Hills,2147,315,Secondary School,Blacktown,-33.762705,150.94487
8232,Chatswood High School,Australia,New South Wales,Chatswood ,2067,1512.8,Secondary School,Willoughby,-33.800013,151.175324
8233,Hunter Sports High School,Australia,New South Wales,Gateshead ,2290,698.6,Secondary School,Lake Macquarie,-32.985494,151.691142
8235,James Ruse Agricultural High School,Australia,New South Wales,Carlingford ,2118,834.9,Secondary School,Parramatta,-33.780624,151.043204
8236,Blakehurst High School,Australia,New South Wales,Blakehurst ,2221,1112.8,Secondary School,Georges River,-33.980406,151.11324
8240,Caringbah High School,Australia,New South Wales,Caringbah,2229,915.2,Secondary School,Sutherland Shire,-34.034901,151.120399
8241,Moorefield Girls High School,Australia,New South Wales,Kogarah ,2217,300.8,Secondary School,Bayside,-33.968311,151.137739
8243,Riverside Girls High School,Australia,New South Wales,Gladesville,2111,907.4,Secondary School,Hunters Hill,-33.840079,151.141467
8244,Blacktown Boys High School,Australia,New South Wales,Blacktown ,2148,576.4,Secondary School,Blacktown,-33.762057,150.912543
8245,Asquith Boys High School,Australia,New South Wales,Asquith ,2077,584.6,Secondary School,Hornsby,-33.692276,151.103016
8246,Heathcote High School,Australia,New South Wales,Heathcote,2233,712.8,Secondary School,Sutherland Shire,-34.082295,151.01441
8247,Kingsgrove High School,Australia,New South Wales,Kingsgrove,2208,980,Secondary School,Georges River,-33.948519,151.101653
8249,Matraville Sports High School,Australia,New South Wales,Chifley ,2036,289,Secondary School,Randwick,-33.964747,151.244548
8250,Sir Joseph Banks High School,Australia,New South Wales,Revesby ,2212,606,Secondary School,Canterbury-Bankstown,-33.939698,151.020907
8252,Strathfield South High School,Australia,New South Wales,Enfield ,2136,602,Secondary School,Strathfield,-33.885382,151.071235
8253,Auburn Girls High School,Australia,New South Wales,Auburn ,2144,799.8,Secondary School,Cumberland,-33.84288,151.033681
8254,Bankstown Girls High School,Australia,New South Wales,Bankstown ,2200,547.2,Secondary School,Canterbury-Bankstown,-33.920754,151.032138
8255,Beverly Hills Girls High School,Australia,New South Wales,Beverly Hills ,2209,1093.3,Secondary School,Georges River,-33.948461,151.078627
8258,Bellingen High School,Australia,New South Wales,Bellingen ,2454,564.9,Secondary School,Bellingen,-30.455123,152.908442
8259,Callaghan College Wallsend Campus,Australia,New South Wales,Wallsend ,2287,1116,Secondary School,Newcastle,-32.89295,151.669289
8260,Bonnyrigg High School,Australia,New South Wales,Bonnyrigg ,2177,1592.8,Secondary School,Fairfield,-33.894982,150.893167
8261,Cronulla High School,Australia,New South Wales,Cronulla ,2230,1067.8,Secondary School,Sutherland Shire,-34.038439,151.159056
8262,Ingleburn High School,Australia,New South Wales,Ingleburn ,2565,613,Secondary School,Campbelltown,-34.005121,150.87152
8263,J J Cahill Memorial High School,Australia,New South Wales,Mascot,2020,324,Secondary School,Bayside,-33.927435,151.201835
8265,Sefton High School,Australia,New South Wales,SEFTON,2162,1050,Secondary School,Canterbury-Bankstown,-33.879538,151.008799
8266,James Fallon High School,Australia,New South Wales,NORTH ALBURY,2640,732.6,Secondary School,Albury,-36.060244,146.928971
8268,Glenwood High School,Australia,New South Wales,Glenwood ,2768,1468.8,Secondary School,Blacktown,-33.733029,150.937429
8269,Chester Hill High School,Australia,New South Wales,Chester Hill ,2162,1268.7,Secondary School,Canterbury-Bankstown,-33.874032,150.995411
8270,Wee Waa High School,Australia,New South Wales,Wee Waa ,2388,163.2,Secondary School,Narrabri,-30.219777,149.457028
8271,Lucas Heights Community School,Australia,New South Wales,Barden Ridge ,2234,707,Central/Community School,Sutherland Shire,-34.035778,151.004817
8272,Coffs Harbour Senior College,Australia,New South Wales,Coffs Harbour,2450,453.7,Secondary School,Coffs Harbour,-30.330173,153.102656
8273,Cecil Hills High School,Australia,New South Wales,Cecil Hills ,2171,1342.6,Secondary School,Liverpool,-33.895704,150.852043
8274,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Australia,New South Wales,Tumbi Umbi ,2261,1113,Secondary School,Central Coast,-33.395596,151.454054
8276,Glenmore Park High School,Australia,New South Wales,Glenmore Park ,2745,840.6,Secondary School,Penrith,-33.791012,150.672564
8277,Wyndham College,Australia,New South Wales,Quakers Hill ,2763,707.2,Secondary School,Blacktown,-33.724004,150.875297
8278,Wadalba Community School,Australia,New South Wales,Wadalba,2259,1549,Central/Community School,Central Coast,-33.264769,151.467432
8279,Lake Munmorah High School,Australia,New South Wales,Lake Munmorah,2259,717,Secondary School,Central Coast,-33.189743,151.573699
8280,Camden Haven High School,Australia,New South Wales,Laurieton ,2443,1041.1,Secondary School,Port Macquarie-Hastings,-31.639394,152.73608
8281,Great Lakes College Senior Campus,Australia,New South Wales,Tuncurry,2428,402.4,Secondary School,Mid-Coast,-32.170528,152.50117
8282,Banora Point High School,Australia,New South Wales,Banora Point ,2486,596.6,Secondary School,Tweed,-28.215457,153.525324
8284,Georges River College Oatley Senior Campus,Australia,New South Wales,Oatley ,2223,817.1,Secondary School,Georges River,-33.977001,151.081391
